Product ID,Combination,Dry,Normal,Oily,Sensitive
444,1,0,1,1,0
445,1,0,0,1,0
446,0,0,0,0,0
447,0,0,0,0,0
448,1,1,1,1,1
449,1,1,1,1,1
450,0,0,0,0,0
451,0,0,0,0,0
452,1,0,1,1,0
453,0,0,0,0,0
454,0,0,0,0,0
455,1,1,1,1,1
456,1,1,1,1,1
457,1,0,1,1,0
458,1,1,1,1,1
459,0,0,0,0,0
460,1,0,1,1,1
461,0,0,0,0,0
462,1,1,1,1,1
463,1,1,1,1,1
464,1,1,1,1,1
465,1,0,1,1,0
466,0,0,0,0,0
467,0,0,0,0,0
468,0,0,0,0,0
469,0,0,0,0,0
470,0,0,0,0,0
471,0,0,0,0,0
472,0,0,0,0,0
473,1,1,1,1,1
474,0,0,0,0,0
475,1,1,1,1,1
476,0,1,0,0,1
477,1,1,1,1,1
478,1,1,1,1,1
479,0,0,0,1,1
480,1,1,1,1,1
481,1,1,1,1,1
482,1,1,1,1,1
483,1,1,1,1,1
484,1,1,1,1,1
485,1,1,1,1,0
486,0,0,0,0,0
487,0,0,0,0,0
488,1,1,1,1,1
489,0,0,0,0,0
490,1,0,1,1,0
491,1,1,1,1,1
492,0,0,0,0,0
493,0,0,0,0,0
494,0,0,0,0,0
495,1,0,0,1,0
496,1,1,1,1,1
497,1,1,1,1,0
498,1,1,1,1,1
499,0,0,0,0,0
500,1,1,1,1,1
501,0,0,0,0,0
502,1,1,1,1,1
503,1,1,1,1,1
504,0,0,0,0,0
505,1,1,1,1,0
506,0,0,0,0,0
507,1,1,1,1,1
508,1,1,1,1,1
509,0,0,0,0,0
510,0,0,0,0,0
511,1,1,1,1,1
512,1,1,1,1,1
513,0,0,0,0,0
514,0,0,0,0,0
515,0,0,0,0,0
516,1,1,1,1,1
517,1,1,1,1,1
518,0,0,0,0,0
519,1,1,1,1,1
520,0,0,0,0,0
521,0,0,0,0,0
522,0,0,0,0,0
523,0,0,0,0,0
524,0,0,0,0,0
525,0,0,0,0,0
526,1,1,1,1,1
527,1,1,1,1,1
528,1,1,1,1,1
529,0,0,0,0,0
530,0,0,0,0,0
531,0,0,0,0,0
532,1,1,1,1,0
533,0,0,0,0,0
534,1,1,1,1,1
535,0,0,0,0,0
536,1,0,1,0,0
537,0,0,0,0,0
538,0,0,0,0,0
539,1,1,1,1,1
540,1,1,1,1,1
541,1,1,1,1,1
542,1,1,1,1,1
543,1,1,1,1,0
544,1,1,1,1,1
545,1,1,1,1,0
546,0,0,0,0,0
547,0,0,0,0,0
548,0,0,0,0,0
549,0,0,0,0,0
550,0,0,0,0,0
551,0,1,0,0,1
552,1,1,1,1,1
553,1,0,1,1,0
554,1,1,1,1,0
555,1,1,1,1,1
556,0,1,1,0,1
557,0,1,0,0,0
558,0,0,0,0,0
559,1,1,1,1,1
560,0,0,0,0,0
561,0,0,0,0,0
562,0,0,0,0,0
563,1,1,1,1,1
564,1,1,1,1,1
565,0,0,0,0,0
566,1,1,1,1,1
567,1,1,1,1,1
568,0,0,0,0,0
569,1,0,0,1,0
570,0,0,0,0,0
571,1,1,1,1,1
572,1,1,1,1,1
573,0,0,0,0,0
574,1,1,1,1,1
575,0,0,0,0,0
576,0,0,0,0,0
577,0,0,0,0,0
578,0,0,0,0,0
579,0,0,0,0,0
580,1,1,1,1,0
581,1,1,1,1,0
582,1,1,1,1,1
583,1,1,1,1,1
584,0,0,0,0,0
585,1,1,1,1,0
586,1,1,1,1,1
587,1,1,1,1,1
588,0,0,0,0,0
589,1,1,1,1,1
590,1,0,1,1,0
591,1,1,1,1,0
592,1,1,1,1,0
593,1,1,1,1,0
594,1,1,1,1,1
595,1,0,1,1,1
596,0,0,0,0,0
597,1,1,1,1,1
598,1,1,1,1,1
599,1,1,1,1,1
600,1,1,1,1,0
601,1,1,1,1,1
602,1,1,1,1,1
603,1,0,1,1,0
604,1,1,1,1,1
605,1,1,1,1,1
606,1,1,1,1,1
607,1,1,1,1,1
608,1,1,1,0,1
609,1,1,1,1,0
610,1,1,1,1,0
611,1,1,1,0,1
612,1,1,1,1,1
613,0,0,0,0,0
614,1,1,1,1,1
615,1,1,1,1,1
616,1,1,1,1,0
617,1,1,1,1,0
618,1,1,1,1,1
619,1,1,1,1,1
620,1,1,1,1,1
621,1,0,1,1,0
622,1,1,1,1,0
623,1,1,1,1,1
624,1,1,1,1,1
625,1,1,1,1,0
626,0,0,0,0,0
627,0,0,0,0,0
628,1,1,1,1,1
629,1,1,1,1,1
630,1,1,1,1,1
631,0,0,0,0,0
632,1,1,1,1,1
633,1,1,1,0,0
634,0,0,0,0,0
635,1,1,1,1,0
636,0,0,0,0,0
637,1,1,1,1,1
638,1,1,1,1,1
639,1,1,1,1,1
640,1,1,1,1,1
641,1,1,1,1,0
642,1,1,1,1,1
643,1,1,1,1,0
644,1,1,1,1,1
645,1,1,1,1,0
646,1,1,1,1,1
647,1,1,1,1,1
648,0,0,0,0,0
649,1,1,1,1,1
650,0,0,0,0,1
651,1,1,1,1,1
652,1,1,1,1,1
653,0,0,0,0,0
654,1,1,0,0,1
655,1,1,1,1,1
656,1,1,1,1,1
657,0,0,0,0,0
658,0,0,0,0,0
659,1,1,1,1,0
660,1,1,1,1,1
661,0,0,0,0,0
662,1,1,1,1,1
663,1,1,1,0,0
664,1,1,1,1,1
665,1,0,0,1,0
666,1,1,1,1,1
667,1,1,1,1,1
668,1,1,1,1,0
669,1,1,1,1,1
670,1,1,1,0,0
671,1,1,1,1,1
672,1,0,1,0,0
673,0,0,0,0,0
674,1,1,1,1,1
675,1,1,1,1,1
676,1,1,1,1,1
677,1,1,1,1,1
678,1,1,1,1,0
679,1,0,1,1,0
680,1,1,1,1,1
681,1,1,1,1,1
682,1,1,1,1,1
683,1,1,1,1,1
684,1,1,1,1,1
685,1,1,1,1,1
686,1,1,1,1,1
687,1,1,1,1,0
688,1,1,1,1,0
689,1,1,1,1,0
690,1,1,1,1,1
691,1,1,1,1,1
692,0,0,0,0,0
693,1,1,1,1,1
694,1,1,1,1,0
695,0,0,0,0,0
696,1,1,1,1,1
697,1,1,1,1,1
698,0,0,0,0,0
699,1,1,1,1,1
700,1,1,1,1,1
701,1,1,1,1,1
702,1,1,1,1,1
703,1,1,1,1,1
704,1,1,1,1,1
705,1,0,0,1,0
706,0,0,0,0,0
707,1,1,1,1,1
708,1,1,1,1,0
709,1,1,1,0,0
710,1,1,1,1,1
711,1,1,1,1,1
712,0,0,0,0,0
713,1,1,1,1,1
714,1,1,1,1,1
715,0,0,0,0,0
716,1,1,1,0,1
717,1,1,1,1,0
718,1,1,1,1,1
719,1,1,1,1,1
720,0,0,0,0,0
721,1,1,1,1,0
722,1,1,1,1,1
723,1,0,0,1,0
724,1,1,1,1,1
725,0,1,1,0,0
726,1,0,1,1,1
727,0,1,1,0,0
728,1,1,1,1,1
729,1,0,1,1,1
730,1,1,1,1,1
731,1,0,1,1,0
732,0,0,0,0,0
733,1,1,1,1,1
734,1,1,1,1,1
735,1,1,1,1,1
736,1,1,1,1,0
737,1,1,1,1,1
738,0,0,0,0,0
739,0,0,0,0,0
740,1,1,1,1,1
741,1,1,1,1,1
742,0,0,0,0,0
743,0,0,0,0,0
744,1,1,1,1,1
745,0,0,0,0,0
746,1,1,1,1,1
747,0,0,0,0,0
748,0,0,0,0,0
749,1,1,1,1,1
750,1,0,1,1,0
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,1,1,1,1,1
757,1,1,1,1,1
758,1,0,0,1,0
759,1,1,1,1,1
760,1,0,0,1,0
761,1,1,1,1,1
762,1,1,1,1,1
763,1,1,1,1,1
764,1,1,1,1,1
765,1,0,0,1,0
766,1,1,1,1,0
767,1,1,1,0,0
768,1,0,1,0,0
769,0,0,0,0,0
770,1,1,1,1,0
771,1,1,1,1,1
772,1,1,1,1,1
773,1,1,1,1,1
774,0,0,0,0,0
775,1,1,1,1,0
776,0,0,0,0,0
777,1,1,1,1,1
778,1,1,1,1,0
779,0,0,0,0,0
780,0,0,0,0,0
781,1,1,1,1,0
782,0,0,0,0,0
783,0,0,0,0,0
784,0,0,0,0,0
785,0,0,0,0,0
786,1,1,1,1,0
787,1,1,1,1,1
788,1,1,1,1,1
789,0,0,0,0,0
790,0,0,0,0,0
791,1,1,1,1,1
792,0,0,0,0,0
793,1,1,1,1,1
794,0,0,0,0,0
795,0,0,0,0,0
796,1,1,1,1,1
797,1,1,1,1,1
798,1,1,1,1,0
799,1,1,1,1,1
800,1,1,1,1,1
801,1,1,1,1,1
802,0,0,0,0,0
803,1,1,1,1,1
804,1,1,1,1,0
805,0,0,0,0,0
806,0,0,0,0,0
807,1,1,1,1,1
808,0,0,0,0,0
809,0,0,0,0,0
810,1,1,1,1,0
811,0,0,0,0,0
812,1,1,1,1,1
813,0,0,0,0,0
814,0,0,0,0,0
815,0,0,0,0,0
816,0,0,0,0,0
817,0,0,0,0,0
818,0,0,0,0,0
819,1,1,1,1,1
820,0,0,0,0,0
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,0
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,0,0,0
827,1,1,1,1,1
828,1,1,1,1,1
829,1,1,1,1,1
830,1,1,1,1,1
831,1,1,1,1,1
832,1,1,1,1,1
833,1,1,1,1,1
834,0,0,0,0,0
835,0,0,0,0,0
836,0,0,0,0,0
837,0,0,0,0,0
838,1,1,1,1,0
839,1,1,1,1,1
840,1,1,1,1,0
841,0,0,0,0,0
842,1,1,1,1,0
843,1,1,1,1,1
844,1,1,1,1,1
845,0,0,0,0,0
846,1,1,1,1,1
847,1,1,1,1,1
848,1,1,1,1,1
849,1,1,1,1,0
850,0,0,0,0,0
851,1,1,1,1,1
852,1,1,1,1,0
853,1,1,1,1,1
854,1,1,1,1,1
855,1,1,1,1,1
856,0,0,0,0,0
857,1,1,1,0,0
858,1,0,1,1,0
859,1,1,1,1,0
860,1,1,1,1,1
861,1,1,1,1,0
862,1,1,1,1,1
863,0,0,0,0,0
864,1,1,1,1,1
865,1,1,1,1,1
866,1,1,1,1,0
867,0,0,0,0,0
868,1,1,1,1,1
869,0,0,0,0,0
870,0,0,0,0,0
871,1,1,1,1,1
872,0,0,0,0,0
873,0,0,0,0,0
874,1,1,1,1,1
875,0,0,0,0,0
876,1,1,1,1,1
877,1,1,1,1,1
878,1,1,1,1,1
879,1,1,1,1,1
880,1,1,1,0,1
881,1,1,1,1,0
882,1,1,1,1,1
883,0,0,0,0,0
884,1,1,1,1,1
885,1,1,1,1,1
886,1,1,1,0,1
887,1,1,1,1,1
888,1,1,1,1,1
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,0,0
892,0,0,0,0,0
893,1,1,1,1,1
894,0,0,0,0,1
895,1,1,1,1,0
896,1,1,1,1,1
897,1,1,1,1,1
898,1,1,1,1,0
899,1,1,1,1,1
900,0,0,0,0,0
901,1,1,1,1,1
902,1,1,1,1,0
903,1,1,1,1,1
904,1,1,1,1,1
905,1,1,1,1,1
906,1,1,1,1,1
907,1,1,1,1,0
908,1,0,1,1,1
909,1,1,1,1,1
910,1,1,1,1,1
911,1,1,1,1,1
912,1,1,1,1,1
913,1,1,1,0,1
914,1,1,1,1,1
915,1,1,1,1,1
916,1,1,1,1,1
917,1,1,1,0,1
918,1,1,1,1,1
919,1,1,1,1,1
920,1,1,1,1,1
921,0,0,0,0,0
922,1,1,1,1,1
923,1,1,1,1,1
924,1,0,1,1,0
925,0,0,0,0,0
926,1,1,1,0,1
927,1,1,1,1,0
928,1,1,1,1,1
929,1,1,1,1,1
930,1,1,1,1,0
931,0,0,0,0,0
932,0,0,0,0,0
933,1,1,1,1,1
934,1,1,1,1,1
935,1,1,1,1,0
936,0,0,0,0,0
937,0,0,0,0,0
938,1,1,1,1,1
939,0,0,0,0,0
940,1,1,1,1,1
941,1,1,1,1,1
942,1,1,1,1,1
943,1,1,1,0,1
944,1,0,1,0,0
945,1,1,1,1,1
946,1,1,1,1,1
947,1,1,1,1,1
948,1,0,1,1,0
949,1,1,1,1,0
950,1,1,1,0,1
951,1,1,1,1,1
952,0,0,0,0,0
953,1,1,1,1,1
954,1,1,1,1,1
955,1,1,1,1,1
956,1,1,1,1,1
957,1,1,1,1,1
958,0,0,0,0,0
959,1,1,1,1,1
960,1,1,1,1,1
961,1,1,1,1,0
962,1,1,1,1,1
963,1,1,1,1,1
964,1,1,1,1,0
965,0,0,0,0,0
966,1,1,1,1,1
967,1,1,1,1,1
968,0,0,0,0,0
969,1,1,1,1,1
970,0,0,0,0,0
971,1,1,1,1,1
972,0,0,0,0,0
973,0,0,0,0,0
974,1,1,1,1,1
975,1,1,1,1,1
976,1,1,1,1,1
977,0,0,0,0,0
978,1,1,1,1,1
979,1,1,1,0,1
980,1,1,1,1,1
981,0,0,0,0,0
982,1,1,1,1,1
983,1,1,1,1,1
984,1,1,1,1,1
985,1,0,1,1,0
986,1,0,0,1,0
987,1,1,1,1,1
988,0,0,0,0,0
989,1,1,1,1,0
990,0,0,0,0,0
991,1,0,1,1,0
992,0,0,0,0,0
993,0,0,0,0,0
994,1,1,1,1,1
995,1,1,1,0,0
996,1,1,1,1,1
997,0,0,0,0,0
998,1,1,1,1,1
999,1,1,1,1,1
1000,1,1,1,1,0
1001,1,1,1,1,1
1002,0,0,0,0,0
1003,0,0,0,0,0
1004,1,1,1,1,1
1005,1,1,1,1,1
1006,1,1,1,1,1
1007,1,1,1,1,1
1008,0,0,0,0,0
1009,1,1,1,1,1
1010,1,0,1,1,0
1011,1,1,1,1,1
1012,0,0,0,0,0
1013,0,0,0,0,0
1014,0,0,0,0,0
1015,1,1,1,1,1
1016,1,1,1,1,0
1017,1,1,1,1,1
1018,1,1,1,1,1
1019,1,1,1,1,1
1020,1,1,1,1,1
1021,1,1,1,1,1
1022,1,1,1,1,1
1023,1,1,1,1,1
1024,1,1,1,1,1
1025,1,1,1,0,0
1026,1,1,1,1,1
1027,1,1,1,1,1
1028,1,1,1,0,1
1029,1,1,1,1,1
1030,1,1,1,1,1
1031,1,1,1,1,1
1032,1,0,1,1,0
1033,1,1,1,1,1
1034,1,1,1,1,1
1035,1,1,1,1,1
1036,1,1,1,1,1
1037,0,0,0,0,0
1038,1,1,1,1,0
1039,1,1,1,1,1
1040,1,0,0,1,0
1041,1,1,1,1,1
1042,1,1,1,1,1
1043,1,1,1,1,0
1044,0,0,0,0,0
1045,1,1,1,0,1
1046,0,0,0,0,0
1047,1,1,1,1,1
1048,1,1,1,1,1
1049,1,1,1,1,1
1050,1,1,1,0,1
1051,1,0,0,1,0
1052,1,1,1,1,1
1053,0,0,0,0,0
1054,1,1,1,1,1
1055,0,0,0,0,0
1056,0,0,0,0,0
1057,0,0,0,0,0
1058,1,1,1,1,0
1059,1,1,1,1,1
1060,0,0,0,0,0
1061,1,1,1,0,1
1062,0,1,1,0,1
1063,1,0,1,1,0
1064,1,1,1,1,1
1065,1,1,1,1,0
1066,1,1,1,1,1
1067,1,1,1,1,1
1068,1,1,1,1,1
1069,1,1,1,1,1
1070,0,0,0,0,0
1071,1,1,1,1,1
1072,1,1,1,1,1
1073,0,0,0,0,0
1074,1,1,1,0,0
1075,1,1,1,1,1
1076,1,1,1,1,1
1077,1,1,1,1,0
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,1,1,1,1,1
1081,1,1,1,1,1
1082,1,1,1,1,1
1083,0,0,0,0,0
1084,1,1,1,1,1
1085,1,1,1,1,1
1086,1,1,1,1,0
1087,1,1,1,1,1
1088,1,1,1,1,1
1089,1,1,1,0,1
1090,1,0,1,1,0
1091,1,1,1,1,1
1092,1,1,1,1,1
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,1,1,1,1,1
1096,1,1,1,1,1
1097,1,1,1,1,1
1098,1,1,1,1,1
1099,1,1,1,1,0
1100,1,1,1,1,1
1101,1,1,1,1,1
1102,0,0,0,0,0
1103,1,1,1,1,1
1104,1,1,1,1,1
1105,1,1,1,1,0
1106,1,1,1,1,1
1107,1,1,1,1,1
1108,1,1,1,1,1
1109,1,1,1,1,1
1110,1,1,1,1,1
1111,1,1,1,1,1
1112,1,1,1,1,1
1113,1,1,1,1,1
1114,1,1,1,1,1
1115,1,1,1,1,1
1116,1,1,1,1,1
1117,1,1,1,1,1
1118,1,1,1,1,1
1119,1,1,1,1,1
1120,0,0,0,0,0
1121,0,0,0,0,0
1122,0,0,0,0,0
1123,1,1,1,1,1
1124,1,1,1,1,1
1125,1,1,1,1,0
1126,1,1,1,1,1
1127,1,1,1,1,1
1128,1,1,1,1,1
1129,1,1,1,1,0
1130,1,1,1,1,1
1131,1,1,1,1,1
1132,0,0,0,0,0
1133,1,1,1,1,1
1134,1,1,1,1,1
1135,0,0,0,0,0
1136,1,1,1,1,1
1137,1,1,1,1,1
1138,1,1,1,1,1
1139,1,1,1,1,1
1140,1,1,1,1,1
1141,1,1,1,1,1
1142,1,1,1,1,1
1143,0,0,0,0,0
