Product ID,Combination,Dry,Normal,Oily,Sensitive
1144,1,1,1,1,1
1145,1,1,1,1,1
1146,1,1,1,1,1
1147,1,1,1,1,1
1148,0,0,0,0,0
1149,0,0,0,0,0
1150,1,1,1,1,1
1151,0,0,0,0,0
1152,1,1,1,1,1
1153,1,1,1,1,1
1154,1,1,1,1,1
1155,1,1,1,1,1
1156,1,1,1,1,1
1157,1,1,1,1,1
1158,1,1,1,0,1
1159,1,1,1,1,1
1160,0,0,0,0,0
1161,1,1,1,1,1
1162,1,1,1,1,1
1163,0,0,0,0,0
1164,0,0,0,0,0
1165,1,1,1,0,0
1166,1,1,1,1,1
1167,1,1,1,1,1
1168,1,1,1,1,1
1169,1,0,1,0,0
1170,0,0,0,0,0
1171,1,1,1,0,0
1172,0,0,0,0,0
1173,1,1,1,1,1
1174,1,1,1,1,1
1175,0,0,0,0,0
1176,1,1,1,1,1
1177,1,1,1,1,0
1178,0,0,0,0,0
1179,1,1,1,1,1
1180,0,1,0,0,0
1181,0,0,0,0,0
1182,1,1,1,1,0
1183,0,0,0,0,0
1184,0,0,0,0,0
1185,1,1,1,1,1
1186,1,1,1,1,0
1187,0,0,0,0,0
1188,1,1,1,1,1
1189,1,1,1,1,1
1190,1,1,1,1,1
1191,1,1,1,1,1
1192,1,1,1,1,1
1193,0,1,0,0,0
1194,0,0,0,0,0
1195,0,0,0,0,0
1196,1,1,1,1,1
1197,0,0,0,0,0
1198,0,0,0,0,0
1199,1,1,1,1,1
1200,1,1,1,1,1
1201,0,0,0,0,0
1202,0,0,0,0,0
1203,0,0,0,0,0
1204,1,1,1,1,1
1205,0,0,0,0,0
1206,0,0,0,0,0
1207,1,1,1,1,1
1208,1,1,1,1,0
1209,0,0,0,0,0
1210,0,0,0,0,0
1211,0,0,0,0,0
1212,0,0,0,0,0
1213,1,1,1,1,1
1214,0,0,0,0,0
1215,0,0,0,0,0
1216,1,1,1,1,1
1217,0,0,0,0,0
1218,1,1,1,1,1
1219,0,0,0,0,0
1220,1,1,1,1,0
1221,0,0,0,0,0
1222,0,0,0,0,0
1223,0,0,0,0,0
1224,0,0,0,0,0
1225,0,0,0,0,0
1226,1,1,1,1,1
1227,0,0,0,0,0
1228,0,0,0,0,0
1229,1,1,1,1,1
1230,1,1,1,1,1
1231,1,1,1,1,1
1232,1,1,1,1,1
1233,1,1,1,1,1
1234,1,1,1,1,0
1235,0,0,0,0,0
1236,0,0,0,0,0
1237,1,1,1,1,0
1238,1,1,1,1,1
1239,0,0,0,0,0
1240,1,1,1,1,1
1241,0,0,0,0,0
1242,0,0,0,0,0
1243,1,1,1,1,1
1244,1,1,1,1,1
1245,1,1,1,1,1
1246,1,1,1,1,1
1247,0,1,1,0,1
1248,1,1,1,1,1
1249,0,0,0,0,0
1250,0,0,0,0,0
1251,1,1,1,1,1
1252,1,1,1,1,1
1253,1,1,1,1,1
1254,0,0,0,0,0
1255,1,1,1,1,1
1256,0,0,0,0,0
1257,0,0,0,0,0
1258,1,1,1,1,1
1259,1,1,1,1,1
1260,1,1,1,1,1
1261,1,1,1,1,0
1262,1,1,1,1,0
1263,1,1,1,1,1
1264,1,1,1,1,1
1265,0,1,1,0,1
1266,1,1,1,1,1
1267,1,1,1,1,1
1268,0,0,0,0,0
1269,1,1,1,1,1
1270,1,1,1,0,1
1271,1,1,1,1,0
1272,0,0,0,0,0
1273,1,1,1,1,1
1274,0,0,0,0,0
1275,1,1,1,1,0
1276,0,0,0,0,0
1277,1,1,1,1,1
1278,0,0,0,0,0
1279,1,1,1,1,1
1280,0,0,0,0,0
1281,1,1,1,1,1
1282,0,0,0,0,0
1283,1,1,1,1,1
1284,0,0,0,0,0
1285,0,0,0,0,0
1286,1,1,1,0,0
1287,1,1,1,1,1
1288,0,0,0,0,0
1289,0,0,0,0,0
1290,1,1,1,1,1
1291,1,1,1,1,1
1292,1,1,1,1,1
1293,0,0,0,0,0
1294,1,1,1,1,0
1295,1,1,1,1,1
1296,0,0,0,0,0
1297,1,1,1,1,1
1298,0,0,0,0,0
1299,0,0,0,0,0
1300,0,0,0,0,0
1301,0,0,0,0,0
1302,0,0,0,0,0
1303,0,0,0,0,0
1304,0,0,0,0,0
1305,1,0,1,1,0
1306,0,0,0,0,0
1307,1,1,1,1,0
1308,0,0,0,0,0
1309,1,1,1,1,1
1310,1,1,1,1,1
1311,1,1,1,1,0
1312,1,1,1,1,1
1313,0,0,0,0,0
1314,1,1,1,1,1
1315,1,1,1,0,1
1316,1,1,1,1,1
1317,1,1,1,1,1
1318,0,0,0,0,0
1319,0,0,0,0,0
1320,0,0,0,0,0
1321,1,1,1,1,1
1322,0,0,0,0,0
1323,0,0,0,0,0
1324,0,0,0,0,0
1325,1,1,1,1,1
1326,1,1,1,1,1
1327,0,0,0,0,0
1328,1,1,1,0,1
1329,0,0,0,0,0
1330,1,1,1,1,1
1331,1,1,1,1,0
1332,1,1,1,1,1
1333,0,0,0,0,0
1334,1,0,1,1,1
1335,1,1,1,1,0
1336,0,0,0,0,0
1337,1,1,1,1,1
1338,0,0,0,0,0
1339,0,0,0,0,0
1340,0,0,0,0,0
1341,1,1,1,1,1
1342,1,0,1,1,1
1343,1,1,1,1,0
1344,1,1,1,0,1
1345,0,0,0,0,0
1346,1,1,1,1,0
1347,0,0,0,0,0
1348,1,1,1,1,1
1349,0,0,0,0,0
1350,0,0,0,0,0
1351,1,1,1,1,1
1352,0,0,0,0,0
1353,1,1,1,1,1
1354,1,1,1,1,1
1355,1,1,1,1,1
1356,0,0,0,0,0
1357,0,0,0,0,0
1358,1,1,1,1,1
1359,1,1,1,1,1
1360,1,0,1,1,1
1361,1,1,1,1,1
1362,0,0,0,0,0
1363,1,1,1,1,1
1364,1,0,1,1,1
1365,0,0,0,0,0
1366,1,1,1,1,1
1367,1,1,1,1,1
1368,1,1,1,1,1
1369,1,1,1,1,1
1370,0,0,0,0,0
1371,0,0,0,0,0
1372,1,1,0,0,1
1373,1,1,1,1,1
1374,1,1,1,1,1
1375,1,1,1,1,0
1376,0,0,0,0,0
1377,1,1,1,1,1
1378,1,1,1,1,1
1379,1,1,1,1,1
1380,1,1,1,0,0
1381,0,0,0,0,0
1382,1,1,1,1,1
1383,0,0,0,0,0
1384,1,1,1,1,1
1385,1,1,1,1,1
1386,0,0,0,0,0
1387,1,1,1,0,1
1388,1,1,1,0,1
1389,0,0,0,0,0
1390,0,0,0,0,0
1391,0,0,0,0,0
1392,0,0,0,0,0
1393,1,0,1,1,0
1394,1,1,1,1,0
1395,0,0,0,0,0
1396,0,0,0,0,0
1397,0,0,0,0,0
1398,0,0,0,0,0
1399,1,1,1,1,1
1400,0,0,0,0,0
1401,1,1,1,0,1
1402,0,0,0,0,0
1403,1,1,1,1,0
1404,0,0,0,0,0
1405,0,0,0,0,0
1406,0,0,0,0,0
1407,0,0,0,0,0
1408,1,1,1,0,1
1409,0,0,0,0,0
1410,1,1,1,1,1
1411,1,1,1,1,1
1412,0,0,0,0,0
1413,1,1,1,1,1
1414,1,1,1,1,1
1415,0,0,0,0,0
1416,1,1,1,1,1
1417,0,0,0,1,1
1418,0,1,0,0,0
1419,0,0,0,0,0
1420,1,1,1,1,1
1421,1,1,1,1,0
1422,0,0,0,0,0
1423,1,1,1,1,1
1424,0,0,0,0,0
1425,0,0,0,0,0
1426,0,0,0,0,0
1427,0,0,0,0,0
1428,0,0,0,0,0
1429,1,1,1,1,1
1430,1,0,1,1,1
1431,1,1,1,1,1
1432,0,0,0,0,0
1433,1,1,1,1,1
1434,0,0,0,0,0
1435,1,1,1,1,1
1436,1,0,1,0,1
1437,1,1,1,1,1
1438,1,1,1,1,0
1439,0,0,0,0,0
1440,1,1,1,0,1
1441,0,0,0,0,0
1442,1,1,1,1,1
1443,1,1,1,1,1
1444,0,0,0,0,0
1445,1,1,1,1,1
1446,1,1,1,0,0
1447,1,1,1,1,1
1448,1,1,1,1,1
1449,1,1,1,1,1
1450,0,0,0,0,0
1451,1,1,1,1,1
1452,1,1,1,1,0
1453,0,0,0,0,0
1454,1,1,1,1,0
1455,1,1,1,1,1
1456,1,1,1,1,1
1457,1,1,1,1,1
1458,1,1,1,1,1
1459,1,1,1,1,1
1460,1,1,1,1,0
1461,1,1,1,1,0
1462,0,0,0,0,0
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,1,1,1,1,1
1466,0,0,0,0,0
1467,0,0,0,0,0
1468,1,1,1,1,1
1469,0,0,0,0,0
1470,0,0,0,0,0
1471,0,0,0,0,0
1472,1,1,1,1,1
